Handle,Title,Body (HTML),Vendor,Type,Tags,Variant SKU,Cost per item,Original Price,Variant Price,Variant Compare At Price,Image Src,Variant Fulfillment Service,Variant Inventory Policy,Variant Inventory Tracker,Status,Published,product.metafields.custom.original_prodect_url
girls-39-sleeveless-tank-dress-cat-38-jack-8482_94147428,girls-39-sleeveless-tank-dress-cat-38-jack-8482 94147428,,Target,closes,,94147428,,,0,0,,manual,deny,shopify,Active,TRUE,https://www.target.com/p/girls-39-sleeveless-tank-dress-cat-38-jack-8482/-/A-94147428?preselect=93629653#lnk=sametab
